2021-07-24 09:47:39, 101, 1041.5357332958463, 79, -0.009945449516177178, 2167.3042208251954
2021-07-24 09:47:44, 102, 1042.9882948386016, 103, -0.001745945442467928, 632.791198425293
2021-07-24 09:48:01, 106, 1046.0400819940558, 61, -0.0065297319069504735, 810.1407868652343
2021-07-24 09:48:10, 108, 1046.150319986315, 65, -0.007439840018749236, 1304.5080529785155
2021-07-24 12:47:08, 2560, 1047.0628851494, 23, -0.010493338286876678, 2184.1913190917967
2021-07-24 12:47:47, 2569, 1047.6632688637305, 25, -0.004731608629226685, 4736.731123535156
2021-07-24 12:47:51, 2570, 1048.400596486759, 15, -0.003975662689656019, 2322.1007783203127
2021-07-24 12:47:56, 2571, 1050.8798015611062, 23, -0.0085433489382267, 1746.8343603515625
2021-07-24 12:48:18, 2576, 1052.17875475549, 19, -0.00978529230505228, 1254.4743892822266
2021-07-24 12:48:44, 2582, 1052.3390647361748, 13, -0.0032645384892821313, 681.9024552001953
2021-07-24 12:48:53, 2584, 1054.0570523856977, 34, -0.0041423942558467385, 583.070260192871
2021-07-24 12:48:57, 2585, 1054.5999305939995, 31, -0.001599844992160797, 1178.1078536376954
2021-07-24 12:49:01, 2586, 1054.9612065426568, 21, -0.027086760740727186, 3961.696446289063
2021-07-24 15:19:33, 4652, 1056.7407366281059, 19, -0.00459090019762516, 1273.5827622680665
2021-07-24 15:19:42, 4654, 1057.798433195674, 15, -0.011878156006336212, 5399.5980629882815
2021-07-24 15:19:51, 4656, 1061.0777733315258, 32, -0.005555196419358253, 2569.764158203125
2021-07-24 15:19:55, 4657, 1061.5705548578883, 37, -0.002759312376379967, 2019.028417236328
2021-07-24 15:20:00, 4658, 1062.2106818999634, 36, -0.003518295571208, 1385.0050009765625
2021-07-24 15:20:04, 4659, 1063.5167515647113, 35, -0.0015985036790370942, 1311.693053466797
2021-07-24 15:20:09, 4660, 1066.1928763545307, 19, -0.005184668868780136, 1063.7072550048829
2021-07-24 15:20:18, 4662, 1066.2037478241507, 29, -0.0023032531142234804, 991.7693228149415
2021-07-24 15:20:40, 4667, 1069.9900878937633, 35, -0.005319991365075112, 1267.8593781738282
2021-07-24 15:20:44, 4668, 1072.1682868262199, 23, -0.006459210127592086, 1812.745189453125
2021-07-24 15:20:48, 4669, 1073.1180937429262, 13, -0.0031724799647927285, 1049.8907478637695
2021-07-24 15:20:53, 4670, 1075.734993800161, 53, -0.004186117734760046, 3675.221701904297
2021-07-24 15:21:06, 4673, 1080.4433301237357, 27, -0.0020112300813198087, 2605.1993450927735
2021-07-24 19:20:04, 7926, 1082.8070856254474, 43, -0.007433050543069839, 1365.1335040283202
2021-07-24 19:21:51, 7950, 1085.2777510175024, 47, -0.009012823894619942, 1727.0126958007813
2021-07-24 19:22:14, 7955, 1087.133342096845, 46, 0.002439338386058807, 3336.994213378906
2021-07-24 19:46:34, 8284, 1088.1193411554202, 70, -0.004000574812293052, 522.491510559082
2021-07-24 19:55:27, 8403, 1088.2489964265662, 78, -0.0026179069876670837, 335.9793297119141
2021-07-24 19:56:48, 8421, 1089.39231173813, 67, -0.00570540863275528, 1885.7663903808595
2021-07-24 19:57:05, 8425, 1090.0182226426223, 68, -0.004181148529052735, 627.9330959472657
2021-07-24 19:57:10, 8426, 1094.0727874867255, 59, -0.009800864194519818, 1657.2017879638672
2021-07-24 20:08:16, 8576, 1096.3047486388539, 62, -0.008818918406963349, 472.3618290405273
2021-07-24 20:08:21, 8577, 1098.139116527784, 71, -0.006698988065123559, 1278.2878696899415
2021-07-25 00:23:29, 11896, 1100.3416718832923, 20, -0.012441839277744293, 2726.132303771973
2021-07-25 00:23:34, 11897, 1102.4408576479736, 54, 0.00039401591569185324, 1395.2733210449219
2021-07-25 00:24:03, 11903, 1105.451613539857, 52, -0.010878215879201888, 2842.259559082031
2021-07-25 00:25:05, 11916, 1106.8601651305407, 67, -0.012581503443419934, 2897.0092431640624
2021-07-25 00:25:15, 11918, 1107.2072868779123, 68, -0.008159435093402863, 1699.1116447753907
2021-07-25 00:42:02, 12129, 1107.2776803388308, 45, -0.0031412672102451326, 368.7160266113281
2021-07-25 00:42:07, 12130, 1109.8356174578016, 59, -0.006515735542401671, 1474.7273513183595
2021-07-25 00:42:21, 12133, 1112.3592072891754, 62, -0.007693843439221382, 1098.5508852539062
2021-07-25 00:42:26, 12134, 1112.8151012545748, 47, -0.006604814644902944, 643.9526552124023
2021-07-25 07:57:34, 17532, 1114.2698917423552, 107, -0.005547842167317867, 570.0953039550781
2021-07-25 07:57:39, 17533, 1118.786943456182, 92, -0.019984210969880224, 2146.600130126953
2021-07-25 07:57:54, 17536, 1120.9617457799386, 34, -0.017435938499867916, 1541.1259209594723
2021-07-25 21:38:22, 27607, 1122.3326103640104, 106, -0.015949566781520843, 997.3699725646973
2021-07-25 23:29:31, 28971, 1122.9270144096915, 174, 0.00020541377714835152, 357.6951747436523
2021-07-25 23:30:05, 28978, 1123.0531571652425, 100, -0.012196575373411178, 1060.9040239257813
2021-07-25 23:30:10, 28979, 1124.7261377078532, 112, -0.015178889587521553, 367.8922723083496
2021-07-25 23:32:09, 29003, 1125.0300422574337, 31, -0.0034531270749866964, 2769.580948730469
2021-07-26 03:11:49, 31667, 1129.3958064729218, 110, -0.01849099560454488, 860.9678025512695
2021-07-26 03:11:58, 31669, 1130.8584084141664, 55, -0.015800510931760072, 1106.16935748291
2021-07-26 03:12:04, 31670, 1132.4106866586853, 99, -0.0126205874979496, 707.4630127563477
