2021-07-10 00:49:14, 101, 1047.018863789434, 113, -0.0023775707297027113, 3318.4198305664063
2021-07-10 00:49:27, 102, 1047.9952065542984, 85, -0.005238713130354881, 2282.064171630859
2021-07-10 00:49:46, 108, 1048.5493994304936, 93, -0.011231050699949265, 4200.459815673828
2021-07-10 00:49:49, 109, 1049.9499022197722, 150, -0.00907751775532961, 700.3606432800293
2021-07-10 00:49:52, 110, 1053.069183021862, 131, -0.0021851174533367157, 442.1504534301758
2021-07-10 00:52:25, 141, 1055.8454511384361, 191, -0.003970815874636173, 5096.473941894531
2021-07-10 00:52:35, 142, 1057.7407783369717, 204, -0.011282538790255784, 1061.1344775390626
2021-07-10 00:52:54, 144, 1059.2332658400255, 191, -0.020675492316484453, 1396.4198583984376
2021-07-10 00:53:59, 153, 1063.4483959117463, 208, -0.017851269870996476, 3062.7921701660152
2021-07-10 00:54:12, 154, 1063.9222118765767, 209, -0.00914765766263008, 1160.553037475586
